"","street","zipcode","City","price","PublishedDate","buildKind","ConstructionYear","LivingArea","LotArea","Volume","Rooms","Bedrooms","Bathrooms","EnergyLable","Garden","GardenArea","Depth","Width","GardenAim","Storage","ExStor_TOT","PricePerM2","CityAmersfoort","CityAmsterdam","CityDen.Bosch","CityDen.Haag","CityEindhoven","CityGroningen","CityHaarlem","CityMiddelburg","CityRotterdam","CityTilburg","CityUtrecht","CityZwolle","buildKindBestaande.bouw","buildKindNieuwbouw","EnergyLableA","EnergyLableB","EnergyLableC","EnergyLableD","EnergyLableE","EnergyLableF","EnergyLableG","Gardengarden","Gardenpatio","Gardenterras.balkon","GardenAimEast","GardenAimNorth","GardenAimOther","GardenAimSouth","GardenAimWest","Storageindoor","Storageoutdoor","Total_reported","Hospital_admission","Deceased"
"1271","Rubensstraat 41 III","1077 MJ","Amsterdam",1125000,2021-04-23,"Bestaande bouw","1932",177,461,461,5,3,2,"Unknown","terras/balkon",0,0,0,"NoGarden","indoor",8,6355.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,249,3,0
"1272","Rubensstraat 41 III","1077 MJ","Amsterdam",1125000,2021-04-23,"Bestaande bouw","1932",177,461,461,5,3,2,"Unknown","terras/balkon",0,0,0,"NoGarden","indoor",8,6355.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,169,2,1
"1273","Philip Vingboonsstraat 27","1067 BG","Amsterdam",349000,2021-05-08,"Bestaande bouw","1945-1959",70,96,292,4,3,1,"E","garden",42,8.8,4.82,"NoGarden","outdoor",16,4985.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,284,3,1
"1274","Philip Vingboonsstraat 27","1067 BG","Amsterdam",349000,2021-05-08,"Bestaande bouw","1945-1959",70,96,292,4,3,1,"E","garden",42,8.8,4.82,"NoGarden","outdoor",16,4985.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,144,1,3
"1275","Scharwouderstraat 11","1023 CW","Amsterdam",4e+05,2021-05-08,"Bestaande bouw","1927",62,59,208,4,3,1,"G","garden",20,5,4,"North","NoStorage",4,6451.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,284,3,1
"1276","Scharwouderstraat 11","1023 CW","Amsterdam",4e+05,2021-05-08,"Bestaande bouw","1927",62,59,208,4,3,1,"G","garden",20,5,4,"North","NoStorage",4,6451.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,144,1,3
"1277","Burgemeester Le Fèvre de Montignylaan 165","3055 NC","Rotterdam",650000,2021-04-24,"Bestaande bouw","1951",122,233,445,6,4,2,"C","garden",126,21,6,"North","outdoor",18,5327.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,403,4,2
"1278","Westerdoksdijk 497","1013 BX","Amsterdam",565000,2021-05-07,"Bestaande bouw","2008",76,256,256,3,2,1,"B","NoGarden",0,0,0,"NoGarden","outdoor",5,7434.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,0,0
"1279","Westerdoksdijk 497","1013 BX","Amsterdam",565000,2021-05-07,"Bestaande bouw","2008",76,256,256,3,2,1,"B","NoGarden",0,0,0,"NoGarden","outdoor",5,7434.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144,0,0
"1280","Witte de Withstraat 3 D","1057 XD","Amsterdam",395000,2021-05-06,"Bestaande bouw","2009",63,205,205,2,1,1,"A","terras/balkon",0,0,0,"NoGarden","outdoor",9,6269.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,222,2,0
"1281","Witte de Withstraat 3 D","1057 XD","Amsterdam",395000,2021-05-06,"Bestaande bouw","2009",63,205,205,2,1,1,"A","terras/balkon",0,0,0,"NoGarden","outdoor",9,6269.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,143,1,2
"1282","Hoofdweg 622 + PP","1055 AB","Amsterdam",5e+05,2021-05-04,"Bestaande bouw","2008",93,241,241,3,2,1,"A","terras/balkon",0,0,0,"NoGarden","indoor",13,5376.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,247,2,0
"1283","Hoofdweg 622 + PP","1055 AB","Amsterdam",5e+05,2021-05-04,"Bestaande bouw","2008",93,241,241,3,2,1,"A","terras/balkon",0,0,0,"NoGarden","indoor",13,5376.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,142,0,0
"1284","Jacob van Lennepstraat 6 1","1053 HG","Amsterdam",425000,2021-05-01,"Bestaande bouw","1882",58,180,180,3,2,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",0,7327.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,5,2
"1285","Jacob van Lennepstraat 6 1","1053 HG","Amsterdam",425000,2021-05-01,"Bestaande bouw","1882",58,180,180,3,2,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",0,7327.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,3,1
"1286","Van Bossestraat 45 -H","1051 JT","Amsterdam",275000,2021-04-28,"Bestaande bouw","1916",34,125,125,2,1,1,"G","NoGarden",0,0,0,"NoGarden","indoor",0,8088.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,194,5,0
"1287","Van Bossestraat 45 -H","1051 JT","Amsterdam",275000,2021-04-28,"Bestaande bouw","1916",34,125,125,2,1,1,"G","NoGarden",0,0,0,"NoGarden","indoor",0,8088.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,152,1,1
"1288","Sanderijnstraat 37 -III","1055 BP","Amsterdam",350000,2021-04-21,"Bestaande bouw","1940",58,200,200,2,1,1,"Unknown","garden",0,0,0,"Other","NoStorage",11,6034.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,187,8,0
"1289","Sanderijnstraat 37 -III","1055 BP","Amsterdam",350000,2021-04-21,"Bestaande bouw","1940",58,200,200,2,1,1,"Unknown","garden",0,0,0,"Other","NoStorage",11,6034.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,139,6,0
"1290","Joos Banckersweg 29 -II","1056 ER","Amsterdam",425000,2021-04-19,"Bestaande bouw","1939",72,285,285,4,3,1,"Unknown","NoGarden",0,0,0,"NoGarden","indoor",15,5902.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165,5,1
"1291","Joos Banckersweg 29 -II","1056 ER","Amsterdam",425000,2021-04-19,"Bestaande bouw","1939",72,285,285,4,3,1,"Unknown","NoGarden",0,0,0,"NoGarden","indoor",15,5902.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,3,0
"1292","Wolvenstraat 19 II","1016 EN","Amsterdam",7e+05,2021-04-17,"Bestaande bouw","Voor 1906",89,274,274,3,2,1,"Unknown","terras/balkon",0,0,0,"NoGarden","outdoor",8,7865.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,166,2,1
"1293","Wolvenstraat 19 II","1016 EN","Amsterdam",7e+05,2021-04-17,"Bestaande bouw","Voor 1906",89,274,274,3,2,1,"Unknown","terras/balkon",0,0,0,"NoGarden","outdoor",8,7865.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,111,3,0
"1294","Tweede Jan van der Heijdenstraat 2 H","1073 VH","Amsterdam",445000,2021-04-10,"Bestaande bouw","1887",56,233,233,2,1,1,"F","garden",7,1.4,5.35,"South","outdoor",13,7946.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,178,2,1
"1295","Tweede Jan van der Heijdenstraat 2 H","1073 VH","Amsterdam",445000,2021-04-10,"Bestaande bouw","1887",56,233,233,2,1,1,"F","garden",7,1.4,5.35,"South","outdoor",13,7946.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,143,4,2
"1296","Stadhouderskade 17 G","1054 ES","Amsterdam",1075000,2021-04-08,"Bestaande bouw","1991",167,476,476,3,2,1,"C","terras/balkon",0,0,0,"NoGarden","outdoor",13,6437.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,166,1,0
"1297","Stadhouderskade 17 G","1054 ES","Amsterdam",1075000,2021-04-08,"Bestaande bouw","1991",167,476,476,3,2,1,"C","terras/balkon",0,0,0,"NoGarden","outdoor",13,6437.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,101,1,0
"1298","Houthavenkade 68","1014 ZB","Amsterdam",7e+05,2021-03-28,"Bestaande bouw","2018",101,352,352,4,3,1,"A","terras/balkon",0,0,0,"NoGarden","outdoor",21,6930.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,192,3,1
"1299","Houthavenkade 68","1014 ZB","Amsterdam",7e+05,2021-03-28,"Bestaande bouw","2018",101,352,352,4,3,1,"A","terras/balkon",0,0,0,"NoGarden","outdoor",21,6930.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,127,2,0
"1300","Adriaen van der Doeslaan 185","3054 EC","Rotterdam",350000,2021-02-18,"Bestaande bouw","1968",87,319,319,3,2,1,"E","terras/balkon",0,0,0,"NoGarden","indoor",12,4023,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,133,5,6
"1301","Pieter Cornelisz. Hooftstraat 169 B","1071 BW","Amsterdam",1695000,2021-02-08,"Bestaande bouw","2002",117,421,421,3,1,1,"A","garden",120,10,12,"South","outdoor",6,14487.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,33,3,2
"1302","Pieter Cornelisz. Hooftstraat 169 B","1071 BW","Amsterdam",1695000,2021-02-08,"Bestaande bouw","2002",117,421,421,3,1,1,"A","garden",120,10,12,"South","outdoor",6,14487.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,24,3,0
"1303","Zeldertsedreef 24","3824 EK","Amersfoort",485000,2021-04-29,"Bestaande bouw","1998",224,249,790,6,5,1,"Unknown","NoGarden",0,0,0,"NoGarden","NoStorage",0,2165.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
"1304","Zeldertsedreef 28","3824 EK","Amersfoort",565000,2021-04-29,"Bestaande bouw","1998",189,402,687,5,4,1,"Unknown","NoGarden",0,0,0,"NoGarden","NoStorage",0,2989.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
"1305","Herengracht 61","1015 BC","Amsterdam",1695000,2020-10-07,"Bestaande bouw","1654",220,76,806,10,5,2,"Unknown","NoGarden",0,0,0,"NoGarden","NoStorage",102,7704.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,3,2
"1306","Herengracht 61","1015 BC","Amsterdam",1695000,2020-10-07,"Bestaande bouw","1654",220,76,806,10,5,2,"Unknown","NoGarden",0,0,0,"NoGarden","NoStorage",102,7704.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,5,1
"1307","Soetendaalseweg 11","3036 EH","Rotterdam",539000,2021-05-13,"Bestaande bouw","2015",150,81,547,5,3,1,"A","garden",16,3,5.44,"North","outdoor",24,3593.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,347,3,0
"1308","Koninginneweg 46","3077 LK","Rotterdam",310000,2021-05-12,"Bestaande bouw","1933",115,207,357,5,4,1,"D","garden",0,0,0,"NoGarden","outdoor",8,2695.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,366,8,0
"1309","Ringvaartweg 202","3065 AH","Rotterdam",1925000,2021-05-12,"Bestaande bouw","2016",305,1075,1100,10,8,4,"A","garden",0,0,0,"NoGarden","outdoor",35,6311.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,366,8,0
"1310","De Waard 6","9734 CR","Groningen",265000,2021-05-04,"Bestaande bouw","1997",114,132,378,5,3,1,"B","garden",53,10,5.3,"South","outdoor",7,2324.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,68,0,0
"1311","Snip 58","9728 XR","Groningen",689000,2021-05-03,"Bestaande bouw","2003",168,693,667,8,5,2,"B","garden",510,25.9,24.6,"South","outdoor",41,4101.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,59,1,0
"1312","Eendrachtsweg 40","3012 LD","Rotterdam",2400000,2021-04-26,"Bestaande bouw","1865",666,341,2298,12,7,5,"E","garden",146,16.4,8.9,"North","outdoor",18,3603.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,230,1,0
"1313","Hoflaan 93","3062 JD","Rotterdam",725000,2021-04-23,"Bestaande bouw","1927",102,186,368,3,2,1,"C","garden",52,10,5.2,"South","outdoor",23,7107.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,465,2,1
"1314","Vijverlaan 51","3062 HJ","Rotterdam",2300000,2021-04-18,"Bestaande bouw","1902",295,675,1175,9,7,2,"F","garden",310,31,10,"West","outdoor",91,7796.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,418,3,0
"1315","Eendrachtsweg 58","3012 LE","Rotterdam",1895000,2021-04-17,"Bestaande bouw","1893",303,198,1229,10,8,3,"D","garden",132,20.6,6.4,"NoGarden","outdoor",13,6254.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,422,5,1
"1316","Benedenrijweg 493","3077 CJ","Rotterdam",835000,2021-04-16,"Bestaande bouw","1907",295,705,1227,7,6,2,"D","garden",0,0,0,"NoGarden","NoStorage",7,2830.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,524,3,1
"1317","Hoflaan 120","3062 JM","Rotterdam",1250000,2021-04-06,"Bestaande bouw","1890",175,176,620,6,5,2,"C","garden",63,6.52,9.71,"East","indoor",17,7142.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,189,10,0
"1318","Hendrik Sweijsstraat 44","3065 NJ","Rotterdam",650000,2021-04-02,"Bestaande bouw","1994",158,344,620,5,4,1,"B","garden",135,10,13.5,"South","outdoor",19,4113.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,352,9,2
"1319","Essenweg 54","3062 NT","Rotterdam",1795000,2021-03-01,"Bestaande bouw","1884",279,500,1056,11,9,3,"G","garden",0,0,0,"NoGarden","outdoor",36,6433.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,170,13,1
"1320","Waalsteeg 2","1011 ER","Amsterdam",699000,2021-02-26,"Bestaande bouw","Voor 1906",98,95,339,5,3,1,"Unknown","NoGarden",0,0,0,"NoGarden","outdoor",5,7132.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,2,0
"1321","Waalsteeg 2","1011 ER","Amsterdam",699000,2021-02-26,"Bestaande bouw","Voor 1906",98,95,339,5,3,1,"Unknown","NoGarden",0,0,0,"NoGarden","outdoor",5,7132.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0
"1322","Cor Gehrelslaan 58","5626 HB","Eindhoven",1100000,2021-02-15,"Bestaande bouw","1995",350,801,1235,6,5,1,"A","garden",325,25,13,"South","outdoor",50,3142.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,36,0,1
"1323","Quellijnstraat 127 H","1073 XH","Amsterdam",1150000,2021-05-11,"Bestaande bouw","1912",132,535,535,3,2,1,"B","garden",18,3.01,6,"North","outdoor",18,8712.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,142,2,1
"1324","Quellijnstraat 127 H","1073 XH","Amsterdam",1150000,2021-05-11,"Bestaande bouw","1912",132,535,535,3,2,1,"B","garden",18,3.01,6,"North","outdoor",18,8712.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,2,1
"1325","Marie van Eijsden-Vinkstraat 51","3066 JB","Rotterdam",675000,2021-05-12,"Bestaande bouw","1994",174,564,564,5,3,2,"A","terras/balkon",0,0,0,"NoGarden","indoor",107,3879.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,366,8,0
"1326","Hoofdweg 328 1","1056 DB","Amsterdam",350000,2021-05-07,"Bestaande bouw","1927",55,181,181,3,1,1,"D","terras/balkon",0,0,0,"NoGarden","outdoor",16,6363.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,215,0,0
"1327","Hoofdweg 328 1","1056 DB","Amsterdam",350000,2021-05-07,"Bestaande bouw","1927",55,181,181,3,1,1,"D","terras/balkon",0,0,0,"NoGarden","outdoor",16,6363.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,144,0,0
"1328","Binnenrotte 239","3011 HB","Rotterdam",895000,2021-05-07,"Bestaande bouw","2007",131,422,422,4,2,1,"A","terras/balkon",19,4.09,4.67,"South","indoor",44,6832.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,336,6,1
"1329","Spangesekade 94 C","3027 GP","Rotterdam",195000,2021-05-06,"Bestaande bouw","1951",48,161,161,2,1,1,"G","NoGarden",0,0,0,"NoGarden","outdoor",13,4062.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,373,5,3
"1330","Wijnbrugstraat 256","3011 XW","Rotterdam",525000,2021-05-06,"Bestaande bouw","2009",102,335,335,4,3,1,"A","terras/balkon",0,0,0,"NoGarden","outdoor",7,5147.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,373,5,3
"1331","Spangesekade 94 C","3027 GP","Rotterdam",195000,2021-05-06,"Bestaande bouw","1951",48,161,161,2,1,1,"G","NoGarden",0,0,0,"NoGarden","outdoor",13,4062.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,373,5,3
"1332","Wijnbrugstraat 256","3011 XW","Rotterdam",525000,2021-05-06,"Bestaande bouw","2009",102,335,335,4,3,1,"A","terras/balkon",0,0,0,"NoGarden","outdoor",7,5147.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,373,5,3
"1333","Wijngaardplein 36","5632 MB","Eindhoven",225000,2021-05-03,"Bestaande bouw","1970",108,346,346,5,4,1,"F","NoGarden",0,0,0,"NoGarden","outdoor",22,2083.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,152,0,0
"1334","Okeghemstraat 9 III","1075 PJ","Amsterdam",525000,2021-05-01,"Bestaande bouw","1912",64,245,245,4,2,1,"Unknown","NoGarden",0,0,0,"NoGarden","NoStorage",0,8203.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,2
"1335","Okeghemstraat 9 III","1075 PJ","Amsterdam",525000,2021-05-01,"Bestaande bouw","1912",64,245,245,4,2,1,"Unknown","NoGarden",0,0,0,"NoGarden","NoStorage",0,8203.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,1
"1336","Okeghemstraat 9 II","1075 PJ","Amsterdam",525000,2021-05-01,"Bestaande bouw","1912",64,241,241,3,2,1,"Unknown","terras/balkon",0,0,0,"NoGarden","outdoor",2,8203.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150,5,2
"1337","Okeghemstraat 9 II","1075 PJ","Amsterdam",525000,2021-05-01,"Bestaande bouw","1912",64,241,241,3,2,1,"Unknown","terras/balkon",0,0,0,"NoGarden","outdoor",2,8203.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,97,3,1
"1338","Het Hoogt 170","1025 HD","Amsterdam",275000,2021-04-30,"Bestaande bouw","1968",56,189,189,2,1,1,"C","terras/balkon",0,0,0,"NoGarden","indoor",6,4910.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,183,1,1
"1339","Het Hoogt 170","1025 HD","Amsterdam",275000,2021-04-30,"Bestaande bouw","1968",56,189,189,2,1,1,"C","terras/balkon",0,0,0,"NoGarden","indoor",6,4910.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,121,2,1
"1340","Kastelenstraat 37 3","1083 CB","Amsterdam",395000,2021-04-29,"Bestaande bouw","1959",66,217,217,4,2,1,"D","NoGarden",0,0,0,"NoGarden","outdoor",22,5984.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,139,3,3
"1341","Kastelenstraat 37 3","1083 CB","Amsterdam",395000,2021-04-29,"Bestaande bouw","1959",66,217,217,4,2,1,"D","NoGarden",0,0,0,"NoGarden","outdoor",22,5984.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,120,1,1
"1342","Govert Flinckstraat 361 2","1074 CD","Amsterdam",1350000,2021-04-28,"Bestaande bouw","Voor 1906",133,453,453,6,3,2,"B","terras/balkon",0,0,0,"NoGarden","outdoor",38,10150.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,194,5,0
"1343","Govert Flinckstraat 361 2","1074 CD","Amsterdam",1350000,2021-04-28,"Bestaande bouw","Voor 1906",133,453,453,6,3,2,"B","terras/balkon",0,0,0,"NoGarden","outdoor",38,10150.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,152,1,1
"1344","Rozengracht 90 -1","1016 NG","Amsterdam",1800000,2021-04-24,"Bestaande bouw","1897",166,555,555,6,4,4,"B","terras/balkon",42,8,5.28,"Other","outdoor",44,10843.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,178,2,1
"1345","Rozengracht 90 -1","1016 NG","Amsterdam",1800000,2021-04-24,"Bestaande bouw","1897",166,555,555,6,4,4,"B","terras/balkon",42,8,5.28,"Other","outdoor",44,10843.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,117,1,0
"1346","Essenburgsingel 1 bIII","3021 AL","Rotterdam",520000,2021-04-23,"Bestaande bouw","1911",127,424,424,5,3,1,"F","terras/balkon",0,0,0,"NoGarden","outdoor",2,4094.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,465,2,1
"1347","De Kempenaerstraat 68 Hs","1051 CR","Amsterdam",525000,2021-04-23,"Bestaande bouw","1927",71,258,258,3,2,1,"Unknown","garden",39,0.06,0.07,"South","outdoor",9,7394.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,249,3,0
"1348","De Kempenaerstraat 68 Hs","1051 CR","Amsterdam",525000,2021-04-23,"Bestaande bouw","1927",71,258,258,3,2,1,"Unknown","garden",39,0.06,0.07,"South","outdoor",9,7394.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,169,2,1
"1349","Statensingel 122 B","3039 LT","Rotterdam",5e+05,2021-04-22,"Bestaande bouw","1933",133,449,449,6,3,1,"D","terras/balkon",0,0,0,"NoGarden","indoor",6,3759.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,450,5,4
"1350","H. Gerhardstraat 118","1069 TD","Amsterdam",389000,2021-04-09,"Bestaande bouw","2012",81,252,252,3,2,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",19,4802.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,3,5
"1351","H. Gerhardstraat 118","1069 TD","Amsterdam",389000,2021-04-09,"Bestaande bouw","2012",81,252,252,3,2,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",19,4802.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,0,4
